record_id,offense,incident_id,block_number,street_name,agency,date_reported,hour_reported,reporting_officer,address,lon,lat
4860,Lost/FoundProperty,202300005781,100,W MARKET ST,CPD,2023-02-21T16:27:22Z,1127,"Shiflett, Tammy",100 W MARKET ST Charlottesville VA,-78.4825371,38.0319643
4861,Suspicious Activity,202300005737,300,MONTE VISTA AVE,CPD,2023-02-21T06:26:24Z,0126,"Wood, Trevis",300 MONTE VISTA AVE Charlottesville VA,-78.51451279999999,38.0130699
4862,Domestic Disturbance,202300005730,1600,"EMMET ST N, 129",CPD,2023-02-21T05:04:24Z,0004,"Curry, Brian","1600 EMMET ST N, 129 Charlottesville VA",-78.493877,38.057909
4863,Shots Fired/Illegal Hunting,202300005715,2000,"HOLIDAY DR, 215",CPD,2023-02-21T02:48:00Z,2148,"Mullins, James","2000 HOLIDAY DR, 215 Charlottesville VA",-78.49144969999999,38.057721
4864,Lost/FoundProperty,202380000145,1300,"WERTLAND ST, A10",CPD,2023-02-21T02:01:36Z,2101,"Moje, Ashley","1300 WERTLAND ST, A10 Charlottesville VA",-78.4981245,38.0344098
4865,Larceny - Theft from Building,202300005710,900,PRESTON AVE,CPD,2023-02-21T01:21:12Z,2021,"Mullins, James",900 PRESTON AVE Charlottesville VA,-78.4894423,38.03700329999999
4866,Assist Agency - Backup/Assist,202300005698,100,"OLINDA DR, B",CPD,2023-02-20T23:10:44Z,1810,"Alfonso, Sean","100 OLINDA DR, B Charlottesville VA",-78.4998557,38.0237672
4867,Larceny - Shoplifitng,202300005695,900,EMMET ST N,CPD,2023-02-20T22:34:24Z,1734,"Mullins, James",900 EMMET ST N Charlottesville VA,-78.502983,38.048586
4869,Larceny - Theft from Building,202380000144,1600,"JEFFERSON PARK AVE, 301",CPD,2023-02-20T19:11:37Z,1411,"Moje, Ashley","1600 JEFFERSON PARK AVE, 301 Charlottesville VA",-78.5074772,38.0317487
4870,Larceny - From Motor Vehicle,202380000143,200,"SHAMROCK RD, A",CPD,2023-02-20T17:54:06Z,1254,"Moje, Ashley","200 SHAMROCK RD, A Charlottesville VA",-78.5131134,38.0295175
4871,Suspicious Person,202300005602,1600,EMMET ST N,CPD,2023-02-20T04:03:05Z,2303,"Payne, Katherine",1600 EMMET ST N Charlottesville VA,-78.493877,38.057909
4872,Vandalism,202300005578,100,SEMINOLE CT,CPD,2023-02-19T23:04:10Z,1804,"Mullins, James",100 SEMINOLE CT Charlottesville VA,-78.48811669999999,38.065768
4873,Suspicious Activity,202300005556,700,"ROCKLAND AVE, B",CPD,2023-02-19T20:29:26Z,1529,"Venereo, Arturo","700 ROCKLAND AVE, B Charlottesville VA",-78.48365230000002,38.0179221
4874,Disorderly Conduct,202300005496,200,ELLIEWOOD AVE,CPD,2023-02-19T06:46:52Z,0146,"Aguilera, Natalia",200 ELLIEWOOD AVE Charlottesville VA,-78.50035009999999,38.03625
4875,Assault Simple,202300005490,300,E MAIN ST,CPD,2023-02-19T06:12:03Z,0112,"Headley, Someya",300 E MAIN ST Charlottesville VA,-78.4799451,38.03010380000001
4876,Stalking,202300005462,700,"E HIGH ST, 317",CPD,2023-02-19T03:16:04Z,2216,"Venereo, Arturo","700 E HIGH ST, 317 Charlottesville VA",-78.4758078,38.031423
4878,Assault Aggravated,202300005454,400,10TH ST NW,CPD,2023-02-19T01:49:21Z,2049,"Darby, Michael",400 10TH ST NW Charlottesville VA,-78.4918766,38.0375648
4879,Harassment,202380000142,200,E WATER ST,CPD,2023-02-19T01:14:46Z,2014,"Moje, Ashley",200 E WATER ST Charlottesville VA,-78.4828897,38.0301911
4880,Misc - Criminal Call,202300005447,1000,MILLMONT ST,CPD,2023-02-19T00:29:43Z,1929,"Wood, Trevis",1000 MILLMONT ST Charlottesville VA,-78.50462399999999,38.0506993
4881,Larceny - Shoplifitng,202300005441,500,W MAIN ST,CPD,2023-02-18T23:38:14Z,1838,"Darby, Michael",500 W MAIN ST Charlottesville VA,-78.4879119,38.0307934
4882,Hit and Run,202300005430,600,E MARKET ST,CPD,2023-02-18T20:04:27Z,1504,"Hopiane, Sayd",600 E MARKET ST Charlottesville VA,-78.4774516,38.0304104
4883,Hit and Run,202300005427,1800,"JEFFERSON PARK AVE, 909",CPD,2023-02-18T19:02:20Z,1402,"Burnett, James","1800 JEFFERSON PARK AVE, 909 Charlottesville VA",-78.5094479,38.0286622
4884,Harassment,202380000150,1800,WAYSIDE PL,CPD,2023-02-18T18:44:56Z,1344,"Moje, Ashley",1800 WAYSIDE PL Charlottesville VA,-78.4993412,38.04291
4885,Assault Simple,202300005425,900,"1ST ST S, A",CPD,2023-02-18T18:41:12Z,1341,"Houchens, Jamell","900 1ST ST S, A Charlottesville VA",-78.4856574,38.0230289
4886,Larceny - All Other,202300005424,1300,BELLEVIEW AVE,CPD,2023-02-18T18:17:26Z,1317,"Eckenroth, Rachel",1300 BELLEVIEW AVE Charlottesville VA,-78.4595034,38.0374284
4887,Assault Simple,202300005415,500,RIDGE ST,CPD,2023-02-18T15:52:59Z,1052,"Houchens, Jamell",500 RIDGE ST Charlottesville VA,-78.4867156,38.0271212
4888,Lost/FoundProperty,202300005407,1400,UNIVERSITY AVE,CPD,2023-02-18T13:58:53Z,0858,"Burnett, James",1400 UNIVERSITY AVE Charlottesville VA,-78.4999725,38.0339357
4889,Domestic Disturbance,202300005379,700,"PROSPECT AVE, A",CPD,2023-02-18T07:36:08Z,0236,"Headley, Someya","700 PROSPECT AVE, A Charlottesville VA",-78.49445419999999,38.0246317
4890,Assault Simple,202300005374,1600,EMMET ST N,CPD,2023-02-18T07:01:38Z,0201,"Curry, Brian",1600 EMMET ST N Charlottesville VA,-78.493877,38.057909
4891,Suspicious Activity,202300005373,100,"14TH ST NW, 1",CPD,2023-02-18T06:50:29Z,0150,"Aguilera, Natalia","100 14TH ST NW, 1 Charlottesville VA",-78.4993999,38.03418449999999
4892,Assault Aggravated,202300005363,100,E MAIN ST,CPD,2023-02-18T05:35:22Z,0035,"Headley, Someya",100 E MAIN ST Charlottesville VA,-78.4815213,38.0305249
4893,Vandalism,202300005351,300,"15TH ST NW, 4024",CPD,2023-02-18T02:57:27Z,2157,"Lowe, Courteny","300 15TH ST NW, 4024 Charlottesville VA",-78.49937249999999,38.03632109999999
4894,Vandalism,202300005333,300,6 1/2 ST SW,CPD,2023-02-17T23:23:36Z,1823,"Middleton, Matthew",300 6 1/2 ST SW Charlottesville VA,-78.4903112,38.0294952
4895,Assault Simple,202300005329,500,"HARRIS RD, 102",CPD,2023-02-17T23:04:24Z,1804,"Whitten, Tobyn","500 HARRIS RD, 102 Charlottesville VA",-78.5036871,38.0150991
4896,Larceny - Theft from Building,202380000141,1000,WERTLAND ST,CPD,2023-02-17T22:42:48Z,1742,"Moje, Ashley",1000 WERTLAND ST Charlottesville VA,-78.4942535,38.03391149999999
4897,Assault Intimidation,202300005331,1300,"CARLTON AVE, 102",CPD,2023-02-17T22:42:31Z,1742,"Huber, Christopher","1300 CARLTON AVE, 102 Charlottesville VA",-78.4693363,38.0220596
4898,Fraud-impersonation,202380000140,800,"W MAIN ST, 415",CPD,2023-02-17T22:41:06Z,1741,"Moje, Ashley","800 W MAIN ST, 415 Charlottesville VA",-78.4903331,38.0314795
4899,Fraud-false pretense,202300005320,400,4TH ST SW,CPD,2023-02-17T21:34:44Z,1634,"Houchens, Jamell",400 4TH ST SW Charlottesville VA,-78.4875405,38.0284883
4900,Larceny - From Motor Vehicle,202380000139,100,"CARROLLTON TER, L",CPD,2023-02-17T20:45:25Z,1545,"Moje, Ashley","100 CARROLLTON TER, L Charlottesville VA",-78.51023959999999,38.0280083
4902,Hit and Run,202300005274,1400,LONG ST,CPD,2023-02-17T12:42:15Z,0742,"Lucas, Todd",1400 LONG ST Charlottesville VA,-78.45991409999999,38.0350175
4903,Larceny - From Motor Vehicle,202300005271,1800,"EMMET ST N, 315",CPD,2023-02-17T11:46:10Z,0646,"Miller, Devin","1800 EMMET ST N, 315 Charlottesville VA",-78.4931319,38.0597657
4904,Assault Simple,202300005261,100,W MAIN ST,CPD,2023-02-17T07:13:54Z,0213,"Aguilera, Natalia",100 W MAIN ST Charlottesville VA,-78.481656,38.0307181
4905,Vandalism,202300005235,200,"VALLEY RD, B",CPD,2023-02-17T02:51:06Z,2151,"Lowry, Brent","200 VALLEY RD, B Charlottesville VA",-78.5072911,38.0295351
4906,Burglary,202300005234,1300,"CARLTON AVE, 102",CPD,2023-02-17T02:39:44Z,2139,"O'Briant, Landon","1300 CARLTON AVE, 102 Charlottesville VA",-78.4693363,38.0220596
4907,Larceny - From Motor Vehicle,202380000138,1100,E MARKET ST,CPD,2023-02-17T01:17:14Z,2017,"Moje, Ashley",1100 E MARKET ST Charlottesville VA,-78.47211039999999,38.0279199
4908,Assault Intimidation,202300005226,1700,ALLIED LN,CPD,2023-02-16T23:37:20Z,1837,"O'Briant, Landon",1700 ALLIED LN Charlottesville VA,-78.4770607,38.0408637
4909,Larceny - Theft from Building,202380000137,800,WALKER SQ,CPD,2023-02-16T22:51:24Z,1751,"Moje, Ashley",800 WALKER SQ Charlottesville VA,-78.4914679,38.03053740000001
4911,Hit and Run,202300005197,1200,"WERTLAND ST, A13",CPD,2023-02-16T20:55:10Z,1555,"Middleton, Matthew","1200 WERTLAND ST, A13 Charlottesville VA",-78.49652979999999,38.0341648
4912,Comm Relations Initiative - CRI,202300005193,1900,ARLINGTON BLVD,CPD,2023-02-16T20:36:34Z,1536,"Hopiane, Sayd",1900 ARLINGTON BLVD Charlottesville VA,-78.5043391,38.0477716
4913,Larceny - Shoplifitng,202300005190,500,W MAIN ST,CPD,2023-02-16T19:52:32Z,1452,"Jones, Mark",500 W MAIN ST Charlottesville VA,-78.4879119,38.0307934
4915,Suspicious Person,202300005181,1000,CHERRY AVE,CPD,2023-02-16T17:52:15Z,1252,"Jones, Mark",1000 CHERRY AVE Charlottesville VA,-78.4980135,38.0270336
4916,Fraud-false pretense,202300005176,600,E MARKET ST,CPD,2023-02-16T17:02:54Z,1202,"Nash, Darius",600 E MARKET ST Charlottesville VA,-78.4774516,38.0304104
4917,Lost/FoundProperty,202300005150,1200,RIVER VISTA AVE,CPD,2023-02-16T13:45:10Z,0845,"O'Briant, Landon",1200 RIVER VISTA AVE Charlottesville VA,-78.4628487,38.038364
4918,Misc - Criminal Call,202300005145,1400,MELBOURNE RD,CPD,2023-02-16T12:52:03Z,0752,"Sandridge, Jeffrey",1400 MELBOURNE RD Charlottesville VA,-78.47462829999999,38.0516386
4919,Drug/Narcotics Violation,202300005141,300,"2ND ST SE, 100",CPD,2023-02-16T11:54:51Z,0654,"Wood, Trevis","300 2ND ST SE, 100 Charlottesville VA",-78.4814428,38.0291246
4920,Missing Person-juvenile,202300005137,800,"ROSE HILL DR, 3",CPD,2023-02-16T09:41:30Z,0441,"Aguilera, Natalia","800 ROSE HILL DR, 3 Charlottesville VA",-78.48674369999999,38.0383442
4921,Assault Aggravated,202300005131,1100,W MAIN ST,CPD,2023-02-16T06:46:14Z,0146,"Blackwell, Kyle",1100 W MAIN ST Charlottesville VA,-78.4963336,38.0326228
4922,Sex Offense - Forcible Rape,202300005116,400,"10TH ST SW, 218",CPD,2023-02-16T04:14:21Z,2314,"Middleton, Matthew","400 10TH ST SW, 218 Charlottesville VA",-78.4971967,38.0292339
4923,Stalking,202300005115,700,"E HIGH ST, 317",CPD,2023-02-16T03:42:04Z,2242,"Wood, Trevis","700 E HIGH ST, 317 Charlottesville VA",-78.4758078,38.031423
4924,Fraud-credit card,202300005112,1600,EMMET ST N,CPD,2023-02-16T02:59:46Z,2159,"Aguilera, Natalia",1600 EMMET ST N Charlottesville VA,-78.493877,38.057909
4925,Larceny - Shoplifitng,202300005103,500,W MAIN ST,CPD,2023-02-16T00:43:07Z,1943,"Houchens, Logan",500 W MAIN ST Charlottesville VA,-78.4879119,38.0307934
4926,Accident Property Damage,202300005096,300,5TH ST SW,CPD,2023-02-15T23:54:01Z,1854,"Houchens, Logan",300 5TH ST SW Charlottesville VA,-78.4889046,38.02896
4927,Missing Person-juvenile,202300005087,400,10TH ST NW,CPD,2023-02-15T23:03:46Z,1803,"Middleton, Matthew",400 10TH ST NW Charlottesville VA,-78.4918766,38.0375648
4928,Sex Offense-forcible fondling,202300005088,1100,MILLMONT ST,CPD,2023-02-15T22:48:56Z,1748,"Lowe, Courteny",1100 MILLMONT ST Charlottesville VA,-78.5025274,38.0526705
4929,Larceny - All Other,202300005083,1000,MONTICELLO AVE,CPD,2023-02-15T21:46:47Z,1646,"O'Briant, Landon",1000 MONTICELLO AVE Charlottesville VA,-78.4739877,38.020329
4930,Hit and Run,202300005080,600,E MAIN ST,CPD,2023-02-15T21:40:16Z,1640,"O'Briant, Landon",600 E MAIN ST Charlottesville VA,-78.4776363,38.0295656
4931,Hit and Run,202300005076,1300,CARLTON AVE,CPD,2023-02-15T20:47:51Z,1547,"Burchardt, Rudy",1300 CARLTON AVE Charlottesville VA,-78.4693363,38.0220596
4932,Assault Simple,202300005070,1100,"FOREST ST, 10",CPD,2023-02-15T19:59:54Z,1459,"Jones, Mark","1100 FOREST ST, 10 Charlottesville VA",-78.4836752,38.0401068
4933,Disturbance - Non Domestic,202300005059,1500,E HIGH ST,CPD,2023-02-15T17:46:26Z,1246,"Shiflett, Tammy",1500 E HIGH ST Charlottesville VA,-78.4617403,38.0329531
4934,Suspicious Activity,202300005056,700,PROSPECT AVE,CPD,2023-02-15T17:29:07Z,1229,"Wagner, Christopher ",700 PROSPECT AVE Charlottesville VA,-78.49439579999999,38.0246386
4935,Fraud-credit card,202300005051,1600,EMMET ST N,CPD,2023-02-15T16:29:45Z,1129,"Bowlin, Jacob",1600 EMMET ST N Charlottesville VA,-78.493877,38.057909
4936,Lost/FoundProperty,202380000136,600,PRESTON AVE,CPD,2023-02-15T16:15:06Z,1115,"Moje, Ashley",600 PRESTON AVE Charlottesville VA,-78.4862495,38.0347258
4937,Fraud-false pretense,202300005045,900,FOREST ST,CPD,2023-02-15T15:25:22Z,1025,"Jones, Mark",900 FOREST ST Charlottesville VA,-78.4854802,38.038317
4938,Assist Citizen - Mental/TDO/ECO,202300005033,700,"PROSPECT AVE, A",CPD,2023-02-15T12:26:38Z,0726,"Headley, Someya","700 PROSPECT AVE, A Charlottesville VA",-78.49445419999999,38.0246317
4939,Larceny - From Motor Vehicle,202300005043,1200,AGNESE ST,CPD,2023-02-15T11:49:56Z,0649,"Shiflett, Tammy",1200 AGNESE ST Charlottesville VA,-78.4621058,38.0464042
4940,Suspicious Activity,202300005008,100,"LANKFORD AVE, 3",CPD,2023-02-15T03:09:45Z,2209,"Headley, Someya","100 LANKFORD AVE, 3 Charlottesville VA",-78.4870708,38.02128
4941,Fraud-false pretense,202380000135,200,COLONNADE DR,CPD,2023-02-15T00:47:28Z,1947,"Moje, Ashley",200 COLONNADE DR Charlottesville VA,-78.51589059999999,38.04493739999999
4942,Larceny - Shoplifitng,202300005001,500,W MAIN ST,CPD,2023-02-15T00:15:47Z,1915,"Middleton, Matthew",500 W MAIN ST Charlottesville VA,-78.4879119,38.0307934
4944,Larceny - All Other,202300004989,800,W MAIN ST,CPD,2023-02-14T22:12:58Z,1712,"O'Briant, Landon",800 W MAIN ST Charlottesville VA,-78.4903331,38.0314795
4945,Larceny - All Other,202300004973,1200,"CEDARS CT, 318B",CPD,2023-02-14T19:22:46Z,1422,"Perkins, Ceaser","1200 CEDARS CT, 318B Charlottesville VA",-78.5014782,38.0553554
4946,Suspicious Activity,202300004970,1600,MERIDIAN ST,CPD,2023-02-14T18:55:30Z,1355,"Bowlin, Jacob",1600 MERIDIAN ST Charlottesville VA,-78.48158459999999,38.015215
4947,Suspicious Activity,202300004969,700,"PROSPECT AVE, B",CPD,2023-02-14T18:52:46Z,1352,"Wagner, Christopher ","700 PROSPECT AVE, B Charlottesville VA",-78.4943265,38.0246754
4948,Larceny - Theft from Building,202380000133,200,EMMET ST S,CPD,2023-02-14T18:14:44Z,1314,"Moje, Ashley",200 EMMET ST S Charlottesville VA,-78.5071207,38.0384715
4949,Vandalism,202380000132,500,"RIDGE ST, 107",CPD,2023-02-14T15:33:12Z,1033,"Moje, Ashley","500 RIDGE ST, 107 Charlottesville VA",-78.4867156,38.0271212
4950,Fraud-wire fraud,202300004955,200,E MAIN ST,CPD,2023-02-14T15:20:30Z,1020,"Shiflett, Tammy",200 E MAIN ST Charlottesville VA,-78.4807636,38.0305724
4951,Assist Citizen - Medical,202300004930,200,"CREAM ST, 301",CPD,2023-02-14T07:29:31Z,0229,"Wood, Trevis","200 CREAM ST, 301 Charlottesville VA",-78.4900133,38.0322468
4952,Larceny - Shoplifitng,202300004918,2100,BARRACKS RD,CPD,2023-02-14T05:04:30Z,0004,"Blackwell, Kyle",2100 BARRACKS RD Charlottesville VA,-78.499113,38.052787
4953,Assist Citizen - Mental/TDO/ECO,202300004912,300,"CARLTON RD, 102",CPD,2023-02-14T03:22:57Z,2222,"Blackwell, Ryan","300 CARLTON RD, 102 Charlottesville VA",-78.4698885,38.0223962
4954,Larceny - All Other,202300004908,1100,5TH ST SW,CPD,2023-02-14T02:36:35Z,2136,"Venereo, Arturo",1100 5TH ST SW Charlottesville VA,-78.497806,38.01713
4955,Assault Simple,202300004906,800,2ND ST NE,CPD,2023-02-14T01:24:50Z,2024,"Darby, Michael",800 2ND ST NE Charlottesville VA,-78.476815,38.0371996
4956,Stalking,202300004903,800,"HARDY DR, B",CPD,2023-02-14T01:21:41Z,2021,"Darby, Michael","800 HARDY DR, B Charlottesville VA",-78.4904109,38.0332508
4957,Assist Agency - Other,202300004895,2000,HOLIDAY DR,CPD,2023-02-13T23:44:25Z,1844,"Mullins, James",2000 HOLIDAY DR Charlottesville VA,-78.49144969999999,38.057721
4958,Larceny - Theft from Building,202380000131,700,HARRIS ST,CPD,2023-02-13T22:41:03Z,1741,"Moje, Ashley",700 HARRIS ST Charlottesville VA,-78.4842118,38.0359157
4959,Accident w/Injuries,202300004882,900,EMMET ST N,CPD,2023-02-13T21:30:01Z,1630,"Mullins, James",900 EMMET ST N Charlottesville VA,-78.502983,38.048586
4960,Larceny - Theft from Building,202380000130,500,PRESTON AVE,CPD,2023-02-13T21:27:35Z,1627,"Moje, Ashley",500 PRESTON AVE Charlottesville VA,-78.4854946,38.03482520000001
4961,Unauthorized Use of Motor Veh,202300004872,700,"PROSPECT AVE, E",CPD,2023-02-13T19:15:16Z,1415,"Jones, Mark","700 PROSPECT AVE, E Charlottesville VA",-78.49439579999999,38.0246386
4962,Larceny - Of Veh Parts/Access,202380000129,800,VILLAGE RD,CPD,2023-02-13T17:50:48Z,1250,"Moje, Ashley",800 VILLAGE RD Charlottesville VA,-78.50087669999999,38.0181953
4964,Assault Simple,202300004788,300,VALLEY RD EXT,CPD,2023-02-13T00:37:27Z,1937,"Darby, Michael",300 VALLEY RD EXT Charlottesville VA,-78.505257,38.0278983
4965,Harassment,202380000128,500,2ND ST NE,CPD,2023-02-12T23:24:28Z,1824,"Moje, Ashley",500 2ND ST NE Charlottesville VA,-78.4786948,38.0342875
4966,Animal Complaint,202300004786,300,15TH ST NW,CPD,2023-02-12T23:05:57Z,1805,"Mullins, James",300 15TH ST NW Charlottesville VA,-78.49937249999999,38.03632109999999
4967,Vandalism,202380000127,300,QUARRY RD,CPD,2023-02-12T16:18:24Z,1118,"Moje, Ashley",300 QUARRY RD Charlottesville VA,-78.47360510000001,38.0143834
4968,Larceny - From Motor Vehicle,202380000126,200,"CARLTON RD, Suite 8",CPD,2023-02-12T15:24:25Z,1024,"Moje, Ashley","200 CARLTON RD, Suite 8 Charlottesville VA",-78.4686674,38.0236016
4969,Hit and Run,202300004732,1200,PRESTON AVE,CPD,2023-02-12T07:48:15Z,0248,"Curry, Brian",1200 PRESTON AVE Charlottesville VA,-78.49247009999999,38.0426036
4970,Assault Simple,202300004692,100,"E MAIN ST, A",CPD,2023-02-12T04:12:56Z,2312,"Wells, Matthew","100 E MAIN ST, A Charlottesville VA",-78.4815213,38.0305249
4971,Shots Fired/Illegal Hunting,202380000125,800,HARDY DR,CPD,2023-02-12T03:57:09Z,2257,"Moje, Ashley",800 HARDY DR Charlottesville VA,-78.4904109,38.0332508
4972,Larceny - Shoplifitng,202380000124,1900,EMMET ST N,CPD,2023-02-11T22:26:00Z,1726,"Moje, Ashley",1900 EMMET ST N Charlottesville VA,-78.4925669,38.0606411
4973,Vandalism,202300004652,2000,MEADOWBROOK RD,CPD,2023-02-11T20:35:39Z,1535,"Green, Bryan",2000 MEADOWBROOK RD Charlottesville VA,-78.4913182,38.0536888
4974,Missing Person-juvenile,202300004649,900,E MARKET ST,CPD,2023-02-11T19:44:59Z,1444,"Pendleton, Eric",900 E MARKET ST Charlottesville VA,-78.47509339999999,38.0295064
4975,Vandalism,202300004644,2500,JEFFERSON PARK AVE,CPD,2023-02-11T18:34:13Z,1334,"Green, Bryan",2500 JEFFERSON PARK AVE Charlottesville VA,-78.51445869999999,38.0203514
4976,Assist Citizen - Mental/TDO/ECO,202300004643,600,PRESTON AVE,CPD,2023-02-11T18:27:07Z,1327,"Payne, Katherine",600 PRESTON AVE Charlottesville VA,-78.4862495,38.0347258
4977,Hit and Run,202300004641,2100,BARRACKS RD,CPD,2023-02-11T17:28:05Z,1228,"Hopiane, Sayd",2100 BARRACKS RD Charlottesville VA,-78.499113,38.052787
4978,Assault Intimidation,202300004635,900,EMMET ST N,CPD,2023-02-11T16:52:20Z,1152,"Hopiane, Sayd",900 EMMET ST N Charlottesville VA,-78.502983,38.048586
4979,Trespass,202300004609,800,E MARKET ST,CPD,2023-02-11T10:52:26Z,0552,"Wells, Matthew",800 E MARKET ST Charlottesville VA,-78.47602909999999,38.0295562
4982,Assault Aggravated,202300004564,800,HARDY DR,CPD,2023-02-11T04:35:09Z,2335,"Middleton, Matthew",800 HARDY DR Charlottesville VA,-78.4904109,38.0332508
4983,Suspicious Activity,202380000123,700,MADISON AVE,CPD,2023-02-11T03:20:00Z,2220,"Miller, Tiffany ",700 MADISON AVE Charlottesville VA,-78.49534729999999,38.0410863
4985,Suspicious Activity,202300004519,900,EMMET ST N,CPD,2023-02-11T00:17:24Z,1917,"Darby, Michael",900 EMMET ST N Charlottesville VA,-78.502983,38.048586
4986,Assault Simple,202300004517,1600,EMMET ST N,CPD,2023-02-10T23:56:03Z,1856,"Darby, Michael",1600 EMMET ST N Charlottesville VA,-78.493877,38.057909
4987,Suspicious Activity,202300004501,300,15TH ST NW,CPD,2023-02-10T22:17:05Z,1717,"Lowe, Courteny",300 15TH ST NW Charlottesville VA,-78.49937249999999,38.03632109999999
4988,Suspicious Activity,202300004497,800,HILLCREST RD,CPD,2023-02-10T20:56:17Z,1556,"Green, Bryan",800 HILLCREST RD Charlottesville VA,-78.4770192,38.0420588
4989,Misc - Criminal Call,202300004492,1400,MELBOURNE RD,CPD,2023-02-10T20:07:19Z,1507,"Green, Bryan",1400 MELBOURNE RD Charlottesville VA,-78.47462829999999,38.0516386
4990,Hit and Run,202300004484,200,ELLIOTT AVE,CPD,2023-02-10T19:52:44Z,1452,"Pendleton, Eric",200 ELLIOTT AVE Charlottesville VA,-78.48600619999999,38.0235442
4991,Assist Citizen - Misc,202300004482,600,E MARKET ST,CPD,2023-02-10T19:30:56Z,1430,"Bayles, Shawn",600 E MARKET ST Charlottesville VA,-78.4774516,38.0304104
4992,Assault Simple,202300004481,2000,HOLIDAY DR,CPD,2023-02-10T19:25:16Z,1425,"Hopiane, Sayd",2000 HOLIDAY DR Charlottesville VA,-78.49144969999999,38.057721
4993,Larceny - From Motor Vehicle,202380000122,200,"2ND ST NW, D",CPD,2023-02-10T19:19:19Z,1419,"Moje, Ashley","200 2ND ST NW, D Charlottesville VA",-78.4815265,38.032205
4994,Vandalism,202380000121,300,10 1/2 ST NW,CPD,2023-02-10T18:26:39Z,1326,"Moje, Ashley",300 10 1/2 ST NW Charlottesville VA,-78.49432569999999,38.035591
4995,Burglary,202300004472,100,"MONTE VISTA AVE, A",CPD,2023-02-10T18:14:59Z,1314,"Lucas, Todd","100 MONTE VISTA AVE, A Charlottesville VA",-78.51267539999999,38.0173265
4996,Larceny - All Other,202300004469,900,EMMET ST N,CPD,2023-02-10T17:37:30Z,1237,"Eckenroth, Rachel",900 EMMET ST N Charlottesville VA,-78.502983,38.048586
4997,Suspicious Activity,202300004462,300,QUARRY RD,CPD,2023-02-10T15:54:29Z,1054,"Pendleton, Eric",300 QUARRY RD Charlottesville VA,-78.47360510000001,38.0143834
4998,Suspicious Activity,202300004457,1400,MELBOURNE DR,CPD,2023-02-10T14:09:32Z,0909,"Hopiane, Sayd",1400 MELBOURNE DR Charlottesville VA,-78.47462829999999,38.0516386
4999,Larceny - Of Veh Parts/Access,202300004455,1100,ROSE HILL DR,CPD,2023-02-10T13:50:40Z,0850,"Green, Bryan",1100 ROSE HILL DR Charlottesville VA,-78.48403569999999,38.0416569
5000,Trespass,202300004432,1400,FOREST RIDGE RD,CPD,2023-02-10T06:57:09Z,0157,"Miller, Devin",1400 FOREST RIDGE RD Charlottesville VA,-78.4977693,38.0253485
5001,Driving Under the Influence,202300004429,3800,-78.4792818550000000,CPD,2023-02-10T06:23:37Z,0123,"Blank, Alexander",3800 -78.4792818550000000 Charlottesville VA,-78.47667810000002,38.0293059
5002,Assault Simple,202300004420,2100,BARRACKS RD,CPD,2023-02-10T04:18:59Z,2318,"Lowry, Brent",2100 BARRACKS RD Charlottesville VA,-78.499113,38.052787
5003,Vandalism,202380000120,1300,POPLAR ST,CPD,2023-02-10T03:15:34Z,2215,"Moje, Ashley",1300 POPLAR ST Charlottesville VA,-78.4670847,38.0328499
5004,Suspicious Activity,202300004414,300,VALLEY EXT RD,CPD,2023-02-10T02:25:03Z,2125,"Middleton, Matthew",300 VALLEY EXT RD Charlottesville VA,-78.47667810000002,38.0293059
5005,Hit and Run,202300004397,1200,CEDARS CT,CPD,2023-02-09T22:36:17Z,1736,"Whitten, Tobyn",1200 CEDARS CT Charlottesville VA,-78.5014782,38.0553554
5006,Drug/Narcotics Violation,202300004392,100,JUNCTION LN,CPD,2023-02-09T22:05:22Z,1705,"Lowry, Ryan",100 JUNCTION LN Charlottesville VA,-78.46951179999999,38.0221908
5007,Harassment,202380000119,400,"13TH ST NW, 2C",CPD,2023-02-09T17:25:17Z,1225,"Moje, Ashley","400 13TH ST NW, 2C Charlottesville VA",-78.4968011,38.0368734
5008,Death Investigation - DOA,202300004360,700,ROCKLAND AVE,CPD,2023-02-09T17:11:38Z,1211,"Pendleton, Eric",700 ROCKLAND AVE Charlottesville VA,-78.48365230000002,38.0179221
5009,Hit and Run,202300004367,1000,CHERRY AVE,CPD,2023-02-09T16:59:57Z,1159,"Green, Bryan",1000 CHERRY AVE Charlottesville VA,-78.4980135,38.0270336
5011,Suspicious Activity,202300004353,1000,BIRDWOOD RD,CPD,2023-02-09T16:27:45Z,1127,"Pendleton, Eric",1000 BIRDWOOD RD Charlottesville VA,-78.4774767,38.0432439
5012,Suspicious Activity,202300004342,200,HARTMANS MILL RD,CPD,2023-02-09T15:30:51Z,1030,"Bowlin, Jacob",200 HARTMANS MILL RD Charlottesville VA,-78.4884026,38.0196976
5013,Suspicious Activity,202300004332,1600,EMMET ST N,CPD,2023-02-09T14:37:41Z,0937,"Hopiane, Sayd",1600 EMMET ST N Charlottesville VA,-78.493877,38.057909
5014,Hit and Run,202300004327,1600,EMMET ST N,CPD,2023-02-09T11:07:39Z,0607,"Sandridge, Jeffrey",1600 EMMET ST N Charlottesville VA,-78.493877,38.057909
5015,Disturbance - Non Domestic,202300004326,1200,CEDARS CT,CPD,2023-02-09T10:52:55Z,0552,"Miller, Devin",1200 CEDARS CT Charlottesville VA,-78.5014782,38.0553554
